Name;Objective;Duration;Availability (time);Availability (energy);Prod losses (annual);Direct costs (annual);Vessel costs (annual);Repair costs (annual);Technician costs (annual);Turbines;Dur;Vessels;Percent;Size
Ha_2SS_NT_15_80;8771903,319944;0,057000;96,292196;96,163492;1565225,452326;3206057,714286;1230000,000000;1583657,142857;392400,571429;Ha;2SS;NT;15;80;
Ha_2SS_NT_5_120;19983647,650246;0,074000;93,108554;93,063340;4328615,186034;4447237,142857;2704285,714286;1381028,571429;361922,857143;Ha;2SS;NT;5;120;
Ha_2SS_NT_5_150;27534726,127990;0,068000;94,739083;94,863155;4023976,285634;9171869,142857;6184285,714286;2557085,714286;430497,714286;Ha;2SS;NT;5;150;
Ha_2SS_NT_5_200;34591184,160224;0,071000;94,537341;94,638362;5613061,519094;10348825,714286;6621428,571429;3213085,714286;514311,428571;Ha;2SS;NT;5;200;
Ha_2SS_NT_5_80;15216895,128018;0,054000;91,324669;91,394753;3578473,700863;3138358,857143;1971428,571429;846914,285714;320016,000000;Ha;2SS;NT;5;80;
Ha_2Y_Al_10_120;20971708,930438;0,508000;93,582407;93,392975;4223680,156408;4459582,500000;1732500,000000;2410400,000000;316682,500000;Ha;2Y;Al;10;120;
Ha_2Y_Al_10_150;23135502,304862;0,072000;94,507261;94,396873;4487260,564782;5401853,500000;2152500,000000;2846000,000000;403353,500000;Ha;2Y;Al;10;150;
Ha_2Y_Al_10_200;35878464,111880;0,542000;95,218038;95,011115;5335762,869262;10308795,000000;5448750,000000;4293350,000000;566695,000000;Ha;2Y;Al;10;200;
Ha_2Y_Al_10_80;11260998,064552;0,047000;95,447352;95,459591;1937990,892197;2926077,500000;1155000,000000;1554400,000000;216677,500000;Ha;2Y;Al;10;80;
Ha_2Y_Al_15_120;15754308,595772;0,069000;96,005671;96,011522;2543173,348962;4804915,500000;1758750,000000;2736150,000000;310015,500000;Ha;2Y;Al;15;120;
Ha_2Y_Al_15_150;19682992,133868;0,049000;96,007245;96,028396;3175381,996924;6198504,000000;2283750,000000;3501400,000000;413354,000000;Ha;2Y;Al;15;150;
Ha_2Y_Al_15_200;28132810,218916;0,057000;95,510978;95,551595;4730381,747271;8168211,000000;2887500,000000;4727350,000000;553361,000000;Ha;2Y;Al;15;200;
Ha_2Y_Al_15_80;9529264,464116;0,059000;96,376953;96,418048;1523133,795115;3037877,000000;1181250,000000;1649950,000000;206677,000000;Ha;2Y;Al;15;80;
Ha_2Y_Al_5_120;26290920,910126;0,072000;93,973370;93,706730;4052717,972140;7097633,000000;4616250,000000;2154700,000000;326683,000000;Ha;2Y;Al;5;120;
Ha_2Y_Al_5_150;34323812,417662;0,268000;93,575540;93,448142;5286290,354827;8973770,500000;5816250,000000;2747500,000000;410020,500000;Ha;2Y;Al;5;150;
Ha_2Y_Al_5_200;41939458,076736;0,247000;93,847917;93,629710;6791999,758196;11228828,500000;6472500,000000;4186300,000000;570028,500000;Ha;2Y;Al;5;200;
Ha_2Y_Al_5_80;20127328,088154;0,065000;89,377865;88,962151;4727350,367589;3016377,000000;2010000,000000;799700,000000;206677,000000;Ha;2Y;Al;5;80;
Ha_2Y_Cr_10_120;27772288,548168;0,064000;93,818692;93,395002;4245857,839298;7150132,500000;4578750,000000;2254700,000000;316682,500000;Ha;2Y;Cr;10;120;
Ha_2Y_Cr_10_150;31634674,848608;0,075000;93,860023;93,896919;4854472,106111;9135304,000000;5568750,000000;3153200,000000;413354,000000;Ha;2Y;Cr;10;150;
Ha_2Y_Cr_10_200;37770811,031946;0,095000;94,554878;94,629607;5698767,805385;11271644,000000;6626250,000000;4098700,000000;546694,000000;Ha;2Y;Cr;10;200;
Ha_2Y_Cr_10_80;18779950,275854;0,067000;90,478819;90,226156;4203311,023356;3059443,000000;1983750,000000;882350,000000;193343,000000;Ha;2Y;Cr;10;80;
Ha_2Y_Cr_15_120;28662367,986988;0,105000;92,904890;92,775414;4624590,780999;7561782,000000;4706250,000000;2548850,000000;306682,000000;Ha;2Y;Cr;15;120;
Ha_2Y_Cr_15_150;30634783,798768;0,077000;94,315108;94,221237;4609582,619414;8926886,000000;5621250,000000;2918950,000000;386686,000000;Ha;2Y;Cr;15;150;
Ha_2Y_Cr_15_200;45597841,928952;1,102000;94,519838;94,574583;5828447,558757;13911895,000000;8696250,000000;4648950,000000;566695,000000;Ha;2Y;Cr;15;200;
Ha_2Y_Cr_15_80;17146004,956386;0,054000;91,584404;91,213984;3775543,122880;2780425,000000;1841250,000000;772500,000000;166675,000000;Ha;2Y;Cr;15;80;
Ha_2Y_Cr_5_120;25910674,299382;0,100000;93,972473;93,960514;3841699,144908;7601700,000000;4953750,000000;2314600,000000;333350,000000;Ha;2Y;Cr;5;120;
Ha_2Y_Cr_5_150;32254195,971088;0,085000;93,646296;93,528397;5158957,401128;8637487,000000;5246250,000000;2984550,000000;406687,000000;Ha;2Y;Cr;5;150;
Ha_2Y_Cr_5_200;46634318,698818;0,583000;93,770573;93,692155;6739591,508972;13184462,000000;7957500,000000;4653600,000000;573362,000000;Ha;2Y;Cr;5;200;
Ha_2Y_Cr_5_80;17683960,283678;0,061000;90,834245;90,471617;4085870,158116;2754743,500000;1751250,000000;800150,000000;203343,500000;Ha;2Y;Cr;5;80;
Ha_2Y_CT_10_120;26385216,924294;0,081000;93,999662;93,912219;3879523,353064;7521135,500000;4758750,000000;2385700,000000;376685,500000;Ha;2Y;CT;10;120;
Ha_2Y_CT_10_150;32725389,559256;0,100000;93,816474;93,762847;4987000,674429;9192422,500000;5685000,000000;3057400,000000;450022,500000;Ha;2Y;CT;10;150;
Ha_2Y_CT_10_200;45782899,968346;1,141000;94,231557;94,250194;6161213,938981;13294646,500000;8242500,000000;4455450,000000;596696,500000;Ha;2Y;CT;10;200;
Ha_2Y_CT_10_80;18335433,232384;0,066000;90,589323;90,267080;4184365,659837;2964216,000000;1867500,000000;776700,000000;320016,000000;Ha;2Y;CT;10;80;
Ha_2Y_CT_15_120;25773161,560476;0,091000;93,844444;93,759955;3951118,539398;7735869,500000;4875000,000000;2470850,000000;390019,500000;Ha;2Y;CT;15;120;
Ha_2Y_CT_15_150;30195891,818852;0,090000;94,443040;94,346458;4530247,850218;8325872,000000;5088750,000000;2797100,000000;440022,000000;Ha;2Y;CT;15;150;
Ha_2Y_CT_15_200;42135806,818210;1,214000;93,636672;93,427652;7000586,662025;10886845,500000;6251250,000000;4058900,000000;576695,500000;Ha;2Y;CT;15;200;
Ha_2Y_CT_15_80;18979127,348908;0,064000;90,493330;90,229556;4202057,038888;3191549,500000;2010000,000000;858200,000000;323349,500000;Ha;2Y;CT;15;80;
Ha_2Y_CT_5_120;27315756,695062;0,082000;93,392207;93,416431;4167012,745023;8119602,500000;5096250,000000;2640000,000000;383352,500000;Ha;2Y;CT;5;120;
Ha_2Y_CT_5_150;29814768,274512;0,094000;94,453333;94,547360;4356946,787209;8557872,500000;5141250,000000;2966600,000000;450022,500000;Ha;2Y;CT;5;150;
Ha_2Y_CT_5_200;43914572,120788;1,180000;93,264201;92,982766;7460547,194404;11330245,500000;6498750,000000;4254800,000000;576695,500000;Ha;2Y;CT;5;200;
Ha_2Y_CT_5_80;21977373,096156;0,076000;92,290987;92,075790;3352134,017331;6410800,000000;4286250,000000;1791200,000000;333350,000000;Ha;2Y;CT;5;80;
Ha_2Y_NF_10_120;21865024,612860;0,080000;93,680430;93,591191;4125528,771473;4847348,500000;2392500,000000;2151500,000000;303348,500000;Ha;2Y;NF;10;120;
Ha_2Y_NF_10_150;26061878,621626;0,094000;94,255525;94,141193;4725012,963114;6154636,500000;2981250,000000;2776700,000000;396686,500000;Ha;2Y;NF;10;150;
Ha_2Y_NF_10_200;32914871,409708;0,231000;94,811117;94,719077;5651128,864075;8354828,000000;4053750,000000;3741050,000000;560028,000000;Ha;2Y;NF;10;200;
Ha_2Y_NF_10_80;13278087,318106;0,060000;94,670139;94,632209;2286305,060468;3528576,500000;1751250,000000;1580650,000000;196676,500000;Ha;2Y;NF;10;80;
Ha_2Y_NF_15_120;19077854,734812;0,087000;95,340239;95,402569;2897439,560700;6028867,000000;2482500,000000;3206350,000000;340017,000000;Ha;2Y;NF;15;120;
Ha_2Y_NF_15_150;21973482,134926;0,111000;95,907369;95,933235;3256217,808708;7074470,500000;3213750,000000;3450700,000000;410020,500000;Ha;2Y;NF;15;150;
Ha_2Y_NF_15_200;28287175,092082;0,092000;96,019647;96,061358;4193228,005575;9162078,000000;4117500,000000;4484550,000000;560028,000000;Ha;2Y;NF;15;200;
Ha_2Y_NF_15_80;11604857,353140;0,070000;95,833001;95,942751;1721007,759071;3689427,500000;1672500,000000;1800250,000000;216677,500000;Ha;2Y;NF;15;80;
Ha_2Y_NF_5_120;27874878,672390;0,078000;93,602816;93,680756;4045712,042504;7939583,000000;5032500,000000;2580400,000000;326683,000000;Ha;2Y;NF;5;120;
Ha_2Y_NF_5_150;30807422,176910;0,064000;94,614653;94,307773;4559613,404073;8669721,000000;5557500,000000;2692200,000000;420021,000000;Ha;2Y;NF;5;150;
Ha_2Y_NF_5_200;42774399,298244;1,145000;94,889520;95,022449;5297763,187322;13705845,500000;8696250,000000;4432900,000000;576695,500000;Ha;2Y;NF;5;200;
Ha_2Y_NF_5_80;18874364,509818;0,084000;90,562023;90,241798;4205241,397593;2904244,000000;1893750,000000;797150,000000;213344,000000;Ha;2Y;NF;5;80;
Ha_2Y_NO_0_120;26037189,691498;0,087000;94,200955;94,124308;3753097,483935;7653552,500000;4942500,000000;2327700,000000;383352,500000;Ha;2Y;NO;0;120;
Ha_2Y_NO_0_150;31496214,219818;0,090000;93,768032;93,746840;4965849,805200;8897172,000000;5362500,000000;3094650,000000;440022,000000;Ha;2Y;NO;0;150;
Ha_2Y_NO_0_200;41918011,164686;0,316000;93,942986;93,612794;6807044,390617;11258228,500000;6705000,000000;3983200,000000;570028,500000;Ha;2Y;NO;0;200;
Ha_2Y_NO_0_80;19897692,238302;0,098000;89,076085;88,816893;4765526,680683;3095016,000000;1867500,000000;907500,000000;320016,000000;Ha;2Y;NO;0;80;
Ha_2Y_NT_10_120;21785187,573278;0,078000;93,270978;93,145702;4412858,969267;4406120,000000;1680000,000000;2326100,000000;400020,000000;Ha;2Y;NT;10;120;
Ha_2Y_NT_10_150;23014158,261098;0,057000;95,018557;94,997838;4026468,314929;5550124,000000;2257500,000000;2812600,000000;480024,000000;Ha;2Y;NT;10;150;
Ha_2Y_NT_10_200;32552834,285884;0,404000;93,979225;93,837091;6583186,042277;7155429,500000;2861250,000000;3704150,000000;590029,500000;Ha;2Y;NT;10;200;
Ha_2Y_NT_10_80;10128631,543018;0,063000;95,962153;95,940290;1725972,872753;2882452,500000;1155000,000000;1344100,000000;383352,500000;Ha;2Y;NT;10;80;
Ha_2Y_NT_15_120;15581065,251752;0,071000;95,980941;96,027102;2514605,779776;4953673,000000;1653750,000000;2839900,000000;460023,000000;Ha;2Y;NT;15;120;
Ha_2Y_NT_15_150;22193422,627950;0,062000;95,652353;95,691767;3472557,438841;6502826,000000;2283750,000000;3699050,000000;520026,000000;Ha;2Y;NT;15;150;
Ha_2Y_NT_15_200;29764566,096460;0,058000;95,263478;95,323225;4962463,746475;8828198,500000;2940000,000000;5251500,000000;636698,500000;Ha;2Y;NT;15;200;
Ha_2Y_NT_15_80;10572999,343036;0,065000;96,166030;96,149041;1653528,011268;3321153,500000;1128750,000000;1789050,000000;403353,500000;Ha;2Y;NT;15;80;
Ha_2Y_NT_5_120;26031694,250972;0,079000;93,774894;93,810923;3930184,576154;7534852,000000;4785000,000000;2376500,000000;373352,000000;Ha;2Y;NT;5;120;
Ha_2Y_NT_5_150;33069002,308212;0,231000;93,275054;93,237534;5376335,298093;9149655,500000;5595000,000000;3111300,000000;443355,500000;Ha;2Y;NT;5;150;
Ha_2Y_NT_5_200;46000254,112708;0,597000;94,027147;93,950264;6446158,181023;13413312,500000;8047500,000000;4782450,000000;583362,500000;Ha;2Y;NT;5;200;
Ha_2Y_NT_5_80;17844765,919714;0,091000;91,447902;91,063874;3839357,440756;2989132,500000;1841250,000000;831200,000000;316682,500000;Ha;2Y;NT;5;80;
Ha_3SL_Al_10_120;25494069,624584;0,175000;93,812569;93,733154;3778842,105883;5534845,200000;2304000,000000;2860160,000000;370685,200000;Ha;3SL;Al;10;120;
Ha_3SL_Al_10_150;31711931,583232;1,013000;93,667296;93,542979;4870467,255742;6510609,200000;2580000,000000;3479920,000000;450689,200000;Ha;3SL;Al;10;150;
Ha_3SL_Al_10_200;44395812,962626;0,234000;94,111565;94,090145;5960587,768092;9924335,600000;4998000,000000;4347640,000000;578695,600000;Ha;3SL;Al;10;200;
Ha_3SL_Al_10_80;16322465,962588;0,102000;94,141169;94,000976;2407064,344787;3648561,600000;1437000,000000;1912880,000000;298681,600000;Ha;3SL;Al;10;80;
Ha_3SL_Al_15_120;23064723,658470;0,112000;94,792971;94,768566;3160393,699776;5323110,800000;1920000,000000;3053760,000000;349350,800000;Ha;3SL;Al;15;120;
Ha_3SL_Al_15_150;28508953,018326;0,135000;94,816179;94,767498;3954237,116245;6498235,200000;2703000,000000;3357880,000000;437355,200000;Ha;3SL;Al;15;150;
Ha_3SL_Al_15_200;39295462,281982;0,309000;94,102231;94,087656;5976436,589414;8112521,200000;3084000,000000;4471160,000000;557361,200000;Ha;3SL;Al;15;200;
Ha_3SL_Al_15_80;15245426,434740;0,100000;94,786238;94,783616;2099130,734722;3746868,000000;1281000,000000;2172520,000000;293348,000000;Ha;3SL;Al;15;80;
Ha_3SL_Al_5_120;33650344,650262;0,117000;93,186088;93,179550;4170639,037847;7221418,800000;4497000,000000;2348400,000000;376018,800000;Ha;3SL;Al;5;120;
Ha_3SL_Al_5_150;41193927,677408;0,506000;92,785463;92,777409;5503865,929503;8513635,600000;5157000,000000;2911280,000000;445355,600000;Ha;3SL;Al;5;150;
Ha_3SL_Al_5_200;51455982,554374;1,206000;94,473255;94,108229;5934543,011242;12357095,600000;7110000,000000;4668400,000000;578695,600000;Ha;3SL;Al;5;200;
Ha_3SL_Al_5_80;23442314,787910;0,101000;89,963275;90,060690;4068599,666928;3188040,400000;1872000,000000;1041360,000000;274680,400000;Ha;3SL;Al;5;80;
Ha_3SL_Cr_10_120;33229452,312524;0,114000;93,057407;93,212261;4152873,279018;7065578,400000;4434000,000000;2263560,000000;368018,400000;Ha;3SL;Cr;10;120;
Ha_3SL_Cr_10_150;40925717,078580;0,162000;93,107352;93,134769;5222039,634810;8843635,600000;5436000,000000;2962280,000000;445355,600000;Ha;3SL;Cr;10;150;
Ha_3SL_Cr_10_200;49530480,690866;0,547000;94,179963;94,251875;5834530,304979;11467361,600000;6984000,000000;3918000,000000;565361,600000;Ha;3SL;Cr;10;200;
Ha_3SL_Cr_10_80;22582536,970248;0,091000;90,069722;90,116011;4041061,424008;3020760,000000;1779000,000000;975080,000000;266680,000000;Ha;3SL;Cr;10;80;
Ha_3SL_Cr_15_120;33909873,362416;0,215000;92,614715;92,764115;4404659,506481;7192512,000000;4434000,000000;2385160,000000;373352,000000;Ha;3SL;Cr;15;120;
Ha_3SL_Cr_15_150;37543073,389794;0,143000;93,757648;93,879063;4651939,401038;8573701,600000;5166000,000000;2975680,000000;432021,600000;Ha;3SL;Cr;15;150;
Ha_3SL_Cr_15_200;52755947,470150;1,135000;94,006856;93,910850;6195996,644334;11972508,400000;7296000,000000;4108480,000000;568028,400000;Ha;3SL;Cr;15;200;
Ha_3SL_Cr_15_80;25814932,851006;0,109000;92,643565;92,616573;3011510,985962;5658880,400000;3795000,000000;1589200,000000;274680,400000;Ha;3SL;Cr;15;80;
Ha_3SL_Cr_5_120;36351903,299882;0,127000;92,333619;92,378103;4643941,033158;7700178,800000;4653000,000000;2671160,000000;376018,800000;Ha;3SL;Cr;5;120;
Ha_3SL_Cr_5_150;44136778,980878;0,958000;92,136951;92,085552;6028585,342680;8726529,600000;5136000,000000;3131840,000000;458689,600000;Ha;3SL;Cr;5;150;
Ha_3SL_Cr_5_200;51331258,614684;0,552000;94,373495;94,547837;5540795,679071;12218655,200000;7338000,000000;4309960,000000;570695,200000;Ha;3SL;Cr;5;200;
Ha_3SL_Cr_5_80;23189920,241362;0,104000;93,084167;93,177887;2755528,037670;5591934,800000;3672000,000000;1623920,000000;296014,800000;Ha;3SL;Cr;5;80;
Ha_3SL_CT_10_120;33775671,045842;0,333000;92,836381;93,041108;4240102,190112;7162288,000000;4278000,000000;2457600,000000;426688,000000;Ha;3SL;CT;10;120;
Ha_3SL_CT_10_150;39643882,676692;0,123000;93,350605;93,425912;5024672,125718;8244196,800000;4959000,000000;2815840,000000;469356,800000;Ha;3SL;CT;10;150;
Ha_3SL_CT_10_200;49856762,781378;1,343000;93,372917;93,299462;6833364,706954;9752989,200000;5496000,000000;3672960,000000;584029,200000;Ha;3SL;CT;10;200;
Ha_3SL_CT_10_80;24343278,165118;0,112000;93,186146;93,378831;2697522,648967;5685924,400000;3786000,000000;1545240,000000;354684,400000;Ha;3SL;CT;10;80;
Ha_3SL_CT_15_120;29938538,761090;0,122000;94,402222;94,465246;3385905,245042;7019927,600000;4506000,000000;2095240,000000;418687,600000;Ha;3SL;CT;15;120;
Ha_3SL_CT_15_150;45191877,205736;1,036000;93,263698;93,413367;5048657,240979;10152530,800000;6480000,000000;3189840,000000;482690,800000;Ha;3SL;CT;15;150;
Ha_3SL_CT_15_200;49831140,625008;0,111000;93,485088;93,447969;6682325,492522;10058735,200000;5796000,000000;3692040,000000;570695,200000;Ha;3SL;CT;15;200;
Ha_3SL_CT_15_80;22953186,465792;0,102000;93,280313;93,495320;2641517,744393;5381471,200000;3474000,000000;1550120,000000;357351,200000;Ha;3SL;CT;15;80;
Ha_3SL_CT_5_120;35449386,855522;0,187000;91,907623;91,935923;4893638,118402;7170340,800000;4341000,000000;2413320,000000;416020,800000;Ha;3SL;CT;5;120;
Ha_3SL_CT_5_150;39710283,177902;0,343000;93,255123;93,433017;5014397,230214;8566956,800000;5229000,000000;2868600,000000;469356,800000;Ha;3SL;CT;5;150;
Ha_3SL_CT_5_200;56612302,449466;1,108000;94,596227;94,660075;5401555,280598;14637070,000000;8982000,000000;5055040,000000;600030,000000;Ha;3SL;CT;5;200;
Ha_3SL_CT_5_80;22484247,103118;0,105000;90,950729;91,016224;3680970,353061;3339176,800000;1965000,000000;1038160,000000;336016,800000;Ha;3SL;CT;5;80;
Ha_3SL_NF_10_120;29325184,119300;0,155000;92,783002;92,732810;4383401,316241;6066725,200000;2748000,000000;2948040,000000;370685,200000;Ha;3SL;NF;10;120;
Ha_3SL_NF_10_150;28014819,461888;0,249000;95,149481;95,079761;3705254,643969;6747674,800000;3252000,000000;3066320,000000;429354,800000;Ha;3SL;NF;10;150;
Ha_3SL_NF_10_200;46397706,031324;0,416000;94,158764;94,189378;5851906,983474;10950136,000000;5796000,000000;4567440,000000;586696,000000;Ha;3SL;NF;10;200;
Ha_3SL_NF_10_80;15616061,295504;0,144000;95,237870;95,157951;1939341,466643;3938800,400000;1995000,000000;1669120,000000;274680,400000;Ha;3SL;NF;10;80;
Ha_3SL_NF_15_120;23798729,733890;0,106000;94,906335;94,957902;3045248,889392;5843885,600000;2562000,000000;2903200,000000;378685,600000;Ha;3SL;NF;15;120;
Ha_3SL_NF_15_150;34070662,942832;0,125000;93,178593;93,193509;5167755,197599;7004008,400000;3087000,000000;3482320,000000;434688,400000;Ha;3SL;NF;15;150;
Ha_3SL_NF_15_200;42866689,259425;1,395000;94,890602;94,826454;5224480,282666;10673935,200000;5382000,000000;4721240,000000;570695,200000;Ha;3SL;NF;15;200;
Ha_3SL_NF_15_80;15146838,807814;0,135000;95,534190;95,625435;1759916,031756;4029280,400000;1830000,000000;1924600,000000;274680,400000;Ha;3SL;NF;15;80;
Ha_3SL_NF_5_120;28251583,313044;0,114000;92,172160;92,182031;4777201,336342;4502631,200000;2625000,000000;1520280,000000;357351,200000;Ha;3SL;NF;5;120;
Ha_3SL_NF_5_150;41441399,823788;0,208000;92,394358;92,347947;5818422,410386;8499515,200000;5043000,000000;3019160,000000;437355,200000;Ha;3SL;NF;5;150;
Ha_3SL_NF_5_200;53200861,929944;0,286000;93,954477;93,867545;6231105,344055;12175256,000000;7326000,000000;4262560,000000;586696,000000;Ha;3SL;NF;5;200;
Ha_3SL_NF_5_80;24464041,823346;0,098000;92,960347;93,201975;2770433,477144;5576215,600000;3693000,000000;1571200,000000;312015,600000;Ha;3SL;NF;5;80;
Ha_3SL_NO_0_120;32803495,808582;0,129000;93,125031;93,158933;4158603,926822;7249020,800000;4530000,000000;2303000,000000;416020,800000;Ha;3SL;NO;0;120;
Ha_3SL_NO_0_150;40973475,352814;0,315000;93,010716;92,979735;5360994,221458;8397876,800000;5136000,000000;2792520,000000;469356,800000;Ha;3SL;NO;0;150;
Ha_3SL_NO_0_200;51187704,842250;1,249000;93,631324;93,684806;6370861,302194;11864802,400000;7110000,000000;4173440,000000;581362,400000;Ha;3SL;NO;0;200;
Ha_3SL_NO_0_80;27570742,036034;0,109000;91,781991;91,916335;3281604,800558;6173578,800000;4014000,000000;1783560,000000;376018,800000;Ha;3SL;NO;0;80;
Ha_3SL_NT_10_120;24630643,696902;0,115000;94,067724;93,940658;3649568,169727;5291795,600000;1992000,000000;2854440,000000;445355,600000;Ha;3SL;NT;10;120;
Ha_3SL_NT_10_150;32692502,910846;0,600000;93,151858;93,048483;5249255,856264;6306545,200000;2445000,000000;3357520,000000;504025,200000;Ha;3SL;NT;10;150;
Ha_3SL_NT_10_200;47531628,871720;0,844000;93,823616;93,843463;6220183,076577;10469057,200000;5040000,000000;4818360,000000;610697,200000;Ha;3SL;NT;10;200;
Ha_3SL_NT_10_80;15488536,009800;0,107000;94,859757;94,782648;2090404,887055;3694407,200000;1374000,000000;1909720,000000;410687,200000;Ha;3SL;NT;10;80;
Ha_3SL_NT_15_120;26086827,946526;0,110000;93,384136;93,259099;4062892,012100;5548276,400000;1962000,000000;3124920,000000;461356,400000;Ha;3SL;NT;15;120;
Ha_3SL_NT_15_150;32499023,584068;0,112000;93,372617;93,335269;5041713,375451;6837799,600000;2808000,000000;3504440,000000;525359,600000;Ha;3SL;NT;15;150;
Ha_3SL_NT_15_200;39592206,916672;0,686000;95,394394;95,393697;4659591,907954;9932670,800000;4791000,000000;4525640,000000;616030,800000;Ha;3SL;NT;15;200;
Ha_3SL_NT_15_80;17448953,590728;0,102000;94,078738;94,023477;2396703,468693;4186060,800000;1551000,000000;2219040,000000;416020,800000;Ha;3SL;NT;15;80;
Ha_3SL_NT_5_120;37471830,098762;0,312000;91,561420;91,786759;5002178,159679;7431020,800000;4539000,000000;2476000,000000;416020,800000;Ha;3SL;NT;5;120;
Ha_3SL_NT_5_150;40983192,062818;1,087000;92,656191;92,785369;5514717,621202;8074236,400000;4617000,000000;2995880,000000;461356,400000;Ha;3SL;NT;5;150;
Ha_3SL_NT_5_200;51429872,915984;1,079000;94,235866;94,318675;5769870,219346;12211402,400000;7482000,000000;4148040,000000;581362,400000;Ha;3SL;NT;5;200;
Ha_3SL_NT_5_80;23614292,472242;0,095000;94,066076;93,996627;2461626,200513;5650658,400000;3807000,000000;1475640,000000;368018,400000;Ha;3SL;NT;5;80;
Ha_3SS_Al_10_120;27417646,440042;0,166000;94,468210;94,282476;3520575,180788;5397436,363636;2203636,363636;2830145,454545;363654,545455;Ha;3SS;Al;10;120;
Ha_3SS_Al_10_150;37430390,598188;0,954000;92,861021;92,820523;5516558,107834;6621997,454545;2566363,636364;3621672,727273;433961,090909;Ha;3SS;Al;10;150;
Ha_3SS_Al_10_200;49223903,740858;1,454000;94,378973;94,383573;5819459,426525;9745542,909091;4909090,909091;4281272,727273;555179,272727;Ha;3SS;Al;10;200;
Ha_3SS_Al_10_80;15855566,835998;0,079000;95,537079;95,363215;1895904,304241;3400279,272727;1374545,454545;1773600,000000;252133,818182;Ha;3SS;Al;10;80;
Ha_3SS_Al_15_120;23906701,498016;0,112000;95,696465;95,551618;2731799,541752;5557108,363636;2269090,909091;2938909,090909;349108,363636;Ha;3SS;Al;15;120;
